Name,Common Names,Scientific Name,Family,Toxicity,Toxic Principles,Clinical Signs,URL,Image URL
"Castor Bean Plant","","Ricinus communis","Euphorbiaceae","Dogs; Cats","Ricin","Beans are very toxic: oral irritation, burning of mouth and throat, increase in thirst, vomiting, diarrhea, kidney failure, convulsions. Access to ornamental plants or pruned foliage most common in poisonings. Ricin is a highly toxic component that inhibits protein synthesis; ingestion of as little as one ounce of seeds can be lethal. Signs typically develop 12 to 48 hours after ingestion, and include loss of appetite, excessive thirst, weakness, colic, trembling, sweating, loss of coordination, difficulty breathing, progressive central nervous system depression, and fever. As syndrome progresses, bloody diarrhea may occur, and convulsions and coma can precede death.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/castor-bean-plant","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/african-wonder-tree-1-r.jpg?itok=vLcba91s"
"Chandelier Plant","","Kalanchoe tubiflora","Crassulaceae","Dogs; Cats","Bufodienolides","Vomiting, diarrhea, abnormal heart rhythm (rare).","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/chandelier-plant","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/chanderlier-plant.jpg?itok=WPJFGEK8"
"Chamomile","","Anthemis nobilis","Compositae","Dogs; Cats","Volatile oil; bisabolol, chamazulene, anthemic acid, tannic acid","Contact dermatitis, vomiting, diarrhea, anorexia, allergic reactions. Long term use can lead to bleeding tendencies.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/chamomile","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/chamomile-r.jpg?itok=VO9UHpsL"
"Charming Dieffenbachia","","Dieffenbachia amoena","Araceae","Dogs; Cats","Insoluble calcium oxalates, proteolytic enzyme","Oral irritation, pain and swelling of mouth, tongue and lips, excessive drooling, vomiting (not horses), difficulty swallowing","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/charming-dieffenbachia","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/charming-dieffenbachia-r.jpg?itok=-9ZlbCIx"
"Cherry","","Prunus spp.","Rosaceae","Dogs; Cats","Cyanogenic glycosides","Stems, leaves, seeds contain cyanide, particularly toxic in the process of wilting: brick red mucous membranes, dilated pupils, difficulty breathing, panting, shock.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/cherry","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/cherry-r.jpg?itok=9_k_I2RW"
"Chinaberry Tree","","Melia azedarach","Meliaceae","Dogs; Cats","Tetranortriterpenes (meliatoxins)","Diarrhea, vomiting, salivation, depression, weakness, and seizures. Ripe fruit (berries) most toxic but also bark, leaves, and flowers.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/chinaberry-tree","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/bead-tree-r.jpg?itok=fcSfmLRT"
"Chinese Evergreen","","Aglaonema modestum","Araceae","Dogs; Cats","Insoluble calcium oxalates","Oral irritation, pain and swelling of mouth, tongue and lips, excessive drooling, vomiting (not horses), difficulty swallowing","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/chinese-evergreen","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/chinese-evergreen-r.jpg?itok=RfUNWwyt"
"Chinese Jade","","Crassula arborescens","Crassulaceae","Dogs; Cats","Unknown","Vomiting, drunkeness (cats), tremors (rare)","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/chinese-jade","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/silver-jade-r.jpg?itok=JTt5b8H1"
"Chives","","Allium schoenoprasum","Amaryllidaceae","Dogs; Cats","N-propyl disulfide","Vomiting, breakdown of red blood cells (hemolytic anemia, Heinz body anemia), blood in urine, weakness, high heart rate, panting.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/chives","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/chives.jpg?itok=IBakHK2g"
"Choke Cherry","","Prunus virginiana","Rosaceae","Dogs; Cats","Cyanogenic glycosides found in some species","Stems, leaves, seeds contain cyanide, particularly toxic in the process of wilting: brick red mucous membranes, dilated pupils, difficulty breathing, panting, shock.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/choke-cherry","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/cherry-r.jpg?itok=9_k_I2RW"
"Christmas Rose","","Helleborus niger","Ranunculaceae","Dogs; Cats","Cardiac glycosides, saponins, protoanemonin","Drooling, abdominal pain, diarrhea, colic, depression","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/christmas-rose","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/christmas-rose-r.jpg?itok=y0h96g6w"
"Chrysanthemum","","Chrysanthemum spp.","Compositae","Dogs; Cats","Sesquiterpene, lactones, pyrethrins and other potential irritants","Vomiting, diarrhea, hypersalivation, incoordination, dermatitis","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/chrysanthemum","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/chrysanthemum-r.jpg?itok=uRlMg9mx"
"Clematis","","Clematis spp.","Ranunculaceae","Dogs; Cats","Irritant glycoside (Protoanemonin)","Salivation, vomiting, diarrhea.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/clematis","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/clematis-r.jpg?itok=FsUkj7F5"
"Climbing Lily","","Gloriosa superba","Liliaceae","Dogs; Cats","Colchicine related alkaloids","Bloody vomiting, diarrhea, shock, multi-organ damage, bone marrow suppression","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/climbing-lily","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/glory-lily-r.jpg?itok=HzN19AQS"
"Climbing Bittersweet","","Celastrus scandens","Celastraceae","Dogs; Cats","May contain euonymin and sesquiterpene alkaloids","weakness, convulsions, gastroenteritis (vomiting, diarrhea)","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/climbing-bittersweet","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/american-bittersweet-r.jpg?itok=OjsmDl4h"
"Climbing Nightshade","","Solanum dulcamara","Solanaceae","Dogs; Cats","Solanine","Vomiting, diarrhea - common. Drowsiness, low blood pressure, low heart rate - uncommon.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/climbing-nightshade","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/deadly-nightshade-r.jpg?itok=D2n28ufo"
"Clivia Lily","","Clivia spp.","Amaryllidaceae","Dogs; Cats","Lycorine and other alkaloids","Vomiting, salvation, diarrhea; large ingestions cause convulsions, low blood pressure, tremors and cardiac arrhythmias. Bulbs are the most poisonous part.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/clivia-lily","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/kaffir-lily-r.jpg?itok=JoGwMhft"
"Clusia Rosea","","Clusia major","Clusiaceae","Dogs; Cats","Terpenes","Digestive upset, vomiting","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/clusia-rosea","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/plants.jpg?itok=UriWhcXc"
"Coffee Tree","","Polyscias guilfoylei","Araliaceae","Dogs; Cats","Saponin","Contact dermatitis, vomiting, anorexia, depression.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/coffee-tree","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/coffee-tree-r.jpg?itok=zlkBo1R_"
"Coleus","","Coleus ampoinicus","Labiatae","Dogs; Cats","Essential Oils","Vomiting, diarrhea, depression, anorexia, occasionally bloody diarrhea or vomiting","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/coleus","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/coleus_ampoinicus_coleus-300x200.jpg?itok=03yciIf3"
"Common Privet","","Ligustrum vulgare","Oleaceae","Dogs; Cats","Cardiac glycosides, saponins, protoanemonin","Drooling, abdominal pain, diarrhea, colic, depression","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/common-privet","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/common_privet_ligustrum_vulgare-300x200.jpg?itok=S21heaTv"
"Copperleaf","","Acalypha godseffiana","Euphorbiaceae","Dogs; Cats","Diterpene esters","Drooling, vomiting, and diarrhea","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/copperleaf","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/acalypha_godseffiana_copperleaf-300x200.jpg?itok=xmgO9aYN"
"Coontie Palm","","Zamia pumila","Cycadaceae","Dogs; Cats","Cycasin, B-methylamino-l-alanine, unidentified neurotoxin (cattle)","Vomiting (may be bloody), dark stools, jaundice, increased thirst, bloody diarrhea, bruising, liver failure, death. 1-2 seeds can be fatal.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/coontie-palm","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/zamia_pumila_coontie-300x200.jpg?itok=1mZzPctn"
"Cordatum","","Philodendron oxycardium","Araceae","Dogs; Cats","Insoluble calcium oxalates","Oral irritation, pain and swelling of mouth, tongue and lips, excessive drooling, vomiting (not horses), difficulty swallowing","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/cordatum","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/cordatum_facebook.jpg?itok=3EUvOw1m"
"Corn Plant","","Dracaena fragrans","Asparagaceae","Dogs; Cats","Saponins","Vomiting (occasionally with blood), depression, anorexia, hypersalivation, dilated pupils (cats).","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/corn-plant","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/corn-plant-r.jpg?itok=F4ZFIWDW"
"Cow parsnip","","Heracleum maximum","Apiaceae","Dogs; Cats","Furanocoumarins","Photosensitization (sunburn, dermatitis)","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/cow-parsnip","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/giant-hogweed-r.jpg?itok=kyPU9e4O"
"Cornstalk Plant","","Dracaena fragrans","Agavaceae","Dogs; Cats","Saponins","Vomiting (occasionally with blood), depression, anorexia, hypersalivation, dilated pupils (cats).","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/cornstalk-plant","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/corn-plant-r.jpg?itok=F4ZFIWDW"
"Cowbane","","Cicuta species","Apiaceae","Dogs; Cats","Cicutoxin","Diarrhea, seizures, tremors, extreme stomach pain, dilated pupils, fever, bloat, respiratory depression, and death","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/cowbane","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/cowbane-r.jpg?itok=9ifZrOK_"
"Cuckoo-pint","","Arum maculatum","Araceae","Dogs; Cats","Insoluble calcium oxalates","Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/cuckoo-pint","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/arum-r.jpg?itok=206UUxCJ"
"Cutleaf Philodendron","","Monstera deliciosa","Araceae","Dogs; Cats","Insoluble calcium oxalates","Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/cutleaf-philodendron","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/cutleaf-philodendron-r.jpg?itok=b_38EQmR"
"Cycads","","Cycas and Zamia species","Cycadaceae","Dogs; Cats","Cycasin, B-methylamino-l-alanine, unidentified neurotoxin (cattle)","Vomiting (may be bloody), dark stools, jaundice, increased thirst, bloody diarrhea, bruising, liver failure, death. 1-2 seeds can be fatal.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/cycads","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/cycads-r.jpg?itok=gpIQoEUO"
"Daffodil","","Narcissus spp","Amaryllidaceae","Dogs; Cats","Lycorine and other alkaloids","Vomiting, salvation, diarrhea; large ingestions cause convulsions, low blood pressure, tremors and cardiac arrhythmias. Bulbs are the most poisonous part.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/daffodil","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/daffodil-r.jpg?itok=h1h9GpYw"
"Cyclamen","","Cyclamen spp","Primulaceae","Dogs; Cats","Terpenoid saponins","Salivation, vomiting, diarrhea. Following large ingestions of tubers: heart rhythm abnormalities, seizures, death","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/cyclamen","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/cyclamen-2-r.jpg?itok=Rjy8SICM"
"Dahlia","","Dahlia species","Compositae","Dogs; Cats","Unknown","Mild gastrointestinal signs, mild dermatitis","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/dahlia","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/dahlia-r.jpg?itok=yqjJMUsQ"
"Daisy","","Chrysanthemum species","Compositae","Dogs; Cats","Sesquiterpene, lactones, pyrethrins and other potential irritants","Vomiting, diarrhea, hypersalivation, incoordination, dermatitis","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/daisy","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/daisy_chrysanthemum_spp-300x200.jpg?itok=iUx7gh6g"
"Desert Azalea","","Adenium obesum","Apocynaceae","Dogs; Cats","Cardiac glycosides","Vomiting, diarrhea, anorexia, depression, irregular heart beat, death","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/desert-azalea","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/desert-azalea-r.jpg?itok=4yfWq519"
"Deadly Nightshade","","Solanum spp","Solanaceae","Dogs; Cats","Solanine, saponins, atropine like substances","Hypersalivation, inappetence, severe gastrointestinal upset, diarrhea, drowsiness, CNS depression, confusion, behavioral change, weakness, dilated pupils, slow heart rate.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/deadly-nightshade","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/deadly-nightshade-r.jpg?itok=D2n28ufo"
"Devil's Backbone","","Kalanchoe tubiflora","Crassulaceae","Dogs; Cats","Bufodienolides","Vomiting, diarrhea, abnormal heart rhythm (rare).","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/devils-backbone",""
"Desert Rose","","Adenium obesum","Apocynaceae","Dogs; Cats","Cardiac glycosides","Vomiting, diarrhea, anorexia, depression, irregular heart beat, death","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/desert-rose","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/desert-azalea-r.jpg?itok=4yfWq519"
